"","gender","decision","department"
"2340","female","admitted","c"
"2341","female","denied","c"
"2342","male","denied","e"
"2343","female","admitted","e"
"2344","male","denied","a"
"2345","male","admitted","a"
"2346","female","denied","e"
"2347","female","admitted","e"
"2348","male","admitted","a"
"2349","male","denied","f"
"2350","female","denied","e"
"2351","female","denied","c"
"2352","male","admitted","b"
"2353","male","denied","f"
"2354","male","denied","f"
"2355","female","denied","d"
"2356","male","denied","b"
"2357","female","denied","f"
"2358","female","denied","f"
"2359","female","denied","f"
"2360","male","admitted","b"
"2361","male","admitted","a"
"2362","male","admitted","d"
"2363","male","admitted","a"
"2364","male","admitted","b"
"2365","male","admitted","d"
"2366","male","denied","b"
"2367","male","denied","a"
"2368","female","denied","d"
"2369","male","denied","f"
"2370","female","denied","c"
"2371","male","admitted","b"
"2372","male","admitted","c"
"2373","male","denied","c"
"2374","male","denied","f"
"2375","male","denied","d"
"2376","male","admitted","a"
"2377","female","admitted","c"
"2378","female","denied","f"
"2379","male","denied","d"
"2380","female","denied","f"
"2381","female","denied","f"
"2382","female","denied","a"
"2383","male","denied","d"
"2384","male","admitted","d"
"2385","female","denied","c"
"2386","female","admitted","e"
"2387","male","admitted","b"
"2388","female","denied","d"
"2389","female","admitted","f"
"2390","male","admitted","a"
"2391","male","admitted","a"
"2392","male","denied","e"
"2393","male","denied","a"
"2394","male","admitted","a"
"2395","male","denied","d"
"2396","female","admitted","c"
"2397","male","denied","f"
"2398","female","denied","f"
"2399","male","admitted","b"
"2400","male","denied","f"
"2401","male","denied","d"
"2402","female","denied","d"
"2403","male","denied","b"
"2404","male","admitted","e"
"2405","male","denied","e"
"2406","male","admitted","b"
"2407","male","admitted","a"
"2408","male","denied","a"
"2409","female","denied","c"
"2410","male","denied","c"
"2411","male","admitted","b"
"2412","male","admitted","a"
"2413","female","admitted","c"
"2414","female","admitted","c"
"2415","male","denied","a"
"2416","male","denied","a"
"2417","male","denied","c"
"2418","male","admitted","d"
"2419","male","admitted","e"
"2420","female","admitted","d"
"2421","female","denied","e"
"2422","female","denied","f"
"2423","male","admitted","d"
"2424","female","admitted","c"
"2425","female","denied","c"
"2426","male","denied","b"
"2427","female","admitted","f"
"2428","male","denied","c"
"2429","male","denied","d"
"2430","female","denied","c"
"2431","female","admitted","c"
"2432","female","denied","d"
"2433","female","denied","d"
"2434","female","denied","e"
"2435","male","admitted","a"
"2436","male","admitted","d"
"2437","male","denied","c"
"2438","male","admitted","a"
"2439","male","denied","f"
"2440","male","denied","f"
"2441","female","denied","e"
"2442","female","admitted","a"
"2443","female","admitted","c"
"2444","male","denied","e"
"2445","male","admitted","a"
"2446","male","denied","f"
"2447","female","denied","f"
"2448","male","denied","b"
"2449","male","denied","d"
"2450","male","denied","d"
"2451","female","admitted","e"
"2452","male","denied","a"
"2453","male","admitted","a"
"2454","male","denied","b"
"2455","female","denied","c"
"2456","male","denied","d"
"2457","male","admitted","a"
"2458","male","denied","a"
"2459","female","denied","e"
"2460","female","admitted","e"
"2461","male","denied","f"
"2462","male","admitted","a"
"2463","male","admitted","a"
"2464","male","denied","f"
"2465","male","denied","d"
"2466","male","denied","e"
"2467","male","denied","f"
"2468","female","denied","e"
"2469","male","denied","f"
"2470","male","denied","e"
"2471","female","admitted","c"
"2472","male","denied","e"
"2473","male","denied","c"
"2474","female","denied","d"
"2475","male","admitted","d"
"2476","female","denied","c"
"2477","male","denied","a"
"2478","female","denied","e"
"2479","male","denied","a"
"2480","female","denied","c"
"2481","male","denied","d"
"2482","male","denied","c"
"2483","male","admitted","c"
"2484","female","denied","d"
"2485","male","admitted","b"
"2486","male","denied","f"
"2487","male","denied","c"
"2488","female","denied","c"
"2489","male","denied","d"
"2490","male","denied","c"
"2491","female","denied","f"
"2492","male","denied","e"
"2493","female","denied","c"
"2494","male","denied","f"
"2495","female","admitted","d"
"2496","female","denied","f"
"2497","male","denied","a"
"2498","male","denied","c"
"2499","female","denied","c"
"2500","male","denied","b"
"2501","female","admitted","d"
"2502","female","admitted","c"
"2503","male","admitted","a"
"2504","male","admitted","a"
"2505","male","denied","a"
"2506","male","denied","b"
"2507","female","admitted","a"
"2508","female","admitted","c"
"2509","female","denied","c"
"2510","female","admitted","c"
"2511","male","denied","f"
"2512","male","admitted","a"
"2513","male","admitted","c"
"2514","male","admitted","a"
"2515","male","admitted","c"
"2516","female","denied","c"
"2517","female","admitted","f"
"2518","male","denied","f"
"2519","male","admitted","d"
"2520","male","denied","c"
"2521","female","admitted","d"
"2522","male","admitted","a"
"2523","male","denied","f"
"2524","male","denied","f"
"2525","male","denied","f"
"2526","male","denied","f"
"2527","male","admitted","a"
"2528","female","denied","f"
"2529","male","denied","c"
"2530","male","denied","c"
"2531","male","admitted","c"
"2532","male","denied","d"
"2533","male","denied","a"
"2534","female","admitted","e"
"2535","female","admitted","d"
"2536","female","denied","f"
"2537","female","admitted","c"
"2538","male","admitted","a"
"2539","male","denied","b"
"2540","female","admitted","e"
"2541","male","denied","d"
"2542","male","admitted","a"
"2543","male","denied","a"
"2544","male","admitted","b"
"2545","female","admitted","f"
"2546","male","denied","d"
"2547","female","denied","c"
"2548","male","denied","a"
"2549","female","denied","d"
"2550","female","denied","c"
"2551","female","denied","e"
"2552","male","denied","a"
"2553","female","denied","f"
"2554","male","denied","a"
"2555","male","admitted","a"
"2556","female","denied","d"
"2557","female","denied","f"
"2558","male","denied","b"
"2559","male","admitted","e"
"2560","male","denied","a"
"2561","male","denied","b"
"2562","female","denied","e"
"2563","male","admitted","a"
"2564","male","denied","e"
"2565","male","denied","f"
"2566","male","denied","d"
"2567","male","admitted","b"
"2568","female","denied","c"
"2569","female","denied","f"
"2570","male","denied","e"
"2571","male","denied","d"
"2572","male","admitted","d"
"2573","female","denied","d"
"2574","male","denied","a"
"2575","male","denied","f"
"2576","male","denied","a"
"2577","male","denied","f"
"2578","male","denied","b"
"2579","female","denied","c"
"2580","male","denied","b"
"2581","male","denied","f"
"2582","male","denied","a"
"2583","female","denied","c"
"2584","female","denied","c"
"2585","female","admitted","e"
"2586","male","denied","a"
"2587","male","denied","a"
"2588","male","denied","a"
"2589","female","denied","f"
"2590","female","denied","e"
"2591","female","admitted","c"
"2592","female","admitted","a"
"2593","male","admitted","d"
"2594","male","admitted","a"
"2595","female","admitted","d"
"2596","female","denied","e"
"2597","male","admitted","a"
"2598","female","denied","c"
"2599","male","denied","c"
"2600","male","admitted","a"
"2601","male","admitted","a"
"2602","female","admitted","c"
"2603","male","admitted","b"
"2604","male","denied","f"
"2605","female","denied","f"
"2606","female","admitted","f"
"2607","male","admitted","a"
"2608","female","denied","e"
"2609","male","denied","d"
"2610","female","admitted","d"
"2611","male","denied","a"
"2612","male","denied","b"
"2613","female","denied","c"
"2614","male","denied","a"
"2615","female","denied","c"
"2616","male","denied","a"
"2617","female","admitted","a"
"2618","female","admitted","c"
"2619","male","denied","e"
"2620","female","denied","f"
"2621","female","denied","e"
"2622","female","admitted","d"
"2623","female","denied","e"
"2624","male","admitted","a"
"2625","male","denied","e"
"2626","female","denied","f"
"2627","male","denied","d"
"2628","male","denied","c"
"2629","male","denied","c"
"2630","male","admitted","a"
"2631","male","admitted","d"
"2632","female","admitted","d"
"2633","female","admitted","b"
"2634","male","admitted","a"
"2635","male","denied","a"
"2636","female","admitted","a"
"2637","male","admitted","b"
"2638","female","denied","c"
"2639","female","admitted","a"
"2640","male","denied","c"
"2641","male","denied","f"
"2642","male","denied","d"
"2643","female","denied","c"
"2644","male","denied","d"
"2645","male","admitted","a"
"2646","male","denied","d"
"2647","male","denied","a"
"2648","male","admitted","b"
"2649","male","denied","c"
"2650","male","admitted","b"
"2651","male","denied","d"
"2652","male","denied","c"
"2653","female","denied","c"
"2654","male","denied","d"
"2655","male","denied","a"
"2656","female","admitted","d"
"2657","male","denied","f"
"2658","male","denied","f"
"2659","male","denied","b"
"2660","female","denied","d"
"2661","female","admitted","c"
"2662","male","denied","f"
"2663","female","denied","e"
"2664","male","admitted","a"
"2665","male","admitted","c"
"2666","male","denied","d"
"2667","male","denied","e"
"2668","female","denied","c"
"2669","female","admitted","c"
"2670","female","denied","f"
"2671","male","denied","b"
"2672","male","admitted","a"
"2673","female","admitted","c"
"2674","male","admitted","f"
"2675","male","denied","f"
"2676","male","denied","e"
"2677","female","admitted","a"
"2678","female","admitted","c"
"2679","female","denied","e"
"2680","male","denied","d"
"2681","male","denied","a"
"2682","male","denied","d"
"2683","male","admitted","b"
"2684","male","denied","e"
"2685","male","admitted","e"
"2686","male","admitted","a"
"2687","female","admitted","f"
"2688","female","admitted","c"
"2689","female","denied","f"
"2690","male","denied","c"
"2691","male","admitted","a"
"2692","female","denied","e"
"2693","female","denied","e"
"2694","male","denied","d"
"2695","female","denied","c"
"2696","female","admitted","e"
"2697","male","admitted","a"
"2698","male","denied","a"
"2699","female","denied","d"
"2700","male","denied","a"
"2701","male","admitted","d"
"2702","male","admitted","a"
"2703","male","admitted","a"
"2704","male","admitted","d"
"2705","male","admitted","d"
"2706","male","denied","f"
"2707","female","admitted","c"
"2708","male","denied","e"
"2709","male","denied","a"
"2710","male","denied","b"
"2711","male","denied","f"
"2712","female","admitted","d"
"2713","male","denied","f"
"2714","male","denied","a"
"2715","male","admitted","a"
"2716","male","denied","e"
"2717","male","admitted","a"
"2718","male","admitted","b"
"2719","male","denied","b"
"2720","male","denied","c"
"2721","male","denied","c"
"2722","male","admitted","e"
"2723","female","denied","d"
"2724","male","admitted","a"
"2725","female","denied","e"
"2726","female","denied","f"
"2727","male","admitted","d"
"2728","male","admitted","a"
"2729","male","denied","d"
"2730","female","admitted","f"
"2731","male","admitted","a"
"2732","female","admitted","e"
"2733","female","admitted","a"
"2734","female","denied","d"
"2735","male","denied","d"
"2736","male","denied","a"
"2737","male","denied","c"
"2738","female","denied","c"
"2739","male","admitted","a"
"2740","male","admitted","a"
"2741","female","denied","e"
"2742","male","admitted","c"
"2743","female","denied","f"
"2744","female","denied","f"
"2745","male","denied","b"
"2746","male","admitted","b"
"2747","male","denied","e"
"2748","male","admitted","b"
"2749","female","admitted","c"
"2750","female","denied","f"
"2751","female","admitted","d"
"2752","male","denied","a"
"2753","female","denied","c"
"2754","male","admitted","d"
"2755","male","admitted","b"
"2756","female","denied","c"
"2757","female","denied","f"
"2758","male","admitted","a"
"2759","female","denied","f"
"2760","female","denied","b"
"2761","female","admitted","e"
"2762","male","denied","d"
"2763","female","denied","e"
"2764","female","denied","d"
"2765","male","admitted","b"
"2766","male","admitted","a"
"2767","male","denied","b"
"2768","female","denied","f"
"2769","female","denied","d"
"2770","male","denied","b"
"2771","male","admitted","a"
"2772","female","denied","c"
"2773","male","denied","a"
"2774","female","denied","c"
"2775","male","admitted","a"
"2776","female","admitted","d"
"2777","male","denied","c"
"2778","female","denied","f"
"2779","female","denied","e"
"2780","male","denied","b"
"2781","female","denied","d"
"2782","male","admitted","b"
"2783","male","denied","a"
"2784","female","denied","c"
"2785","male","admitted","a"
"2786","male","denied","c"
"2787","female","denied","e"
"2788","female","admitted","d"
"2789","female","admitted","f"
"2790","male","admitted","e"
"2791","male","admitted","a"
"2792","male","admitted","a"
"2793","male","denied","a"
"2794","male","admitted","a"
"2795","male","denied","a"
"2796","male","denied","a"
"2797","female","denied","c"
"2798","male","denied","c"
"2799","male","denied","f"
"2800","female","denied","f"
"2801","male","admitted","b"
"2802","male","admitted","a"
"2803","female","admitted","e"
"2804","female","admitted","a"
"2805","male","denied","b"
"2806","male","admitted","a"
"2807","male","admitted","a"
"2808","female","denied","c"
"2809","female","denied","e"
"2810","male","admitted","a"
"2811","male","denied","d"
"2812","female","denied","e"
"2813","female","denied","e"
"2814","male","denied","a"
"2815","male","denied","c"
"2816","male","admitted","a"
"2817","female","denied","d"
"2818","female","denied","f"
"2819","female","denied","c"
"2820","female","denied","e"
"2821","male","denied","b"
"2822","male","denied","f"
"2823","female","denied","e"
"2824","male","admitted","a"
"2825","female","denied","d"
"2826","male","denied","e"
"2827","female","denied","d"
"2828","male","denied","a"
"2829","female","admitted","c"
"2830","female","denied","e"
"2831","male","admitted","a"
"2832","female","denied","f"
"2833","male","denied","d"
"2834","male","admitted","a"
"2835","male","admitted","b"
"2836","female","admitted","c"
"2837","female","denied","c"
"2838","male","admitted","d"
"2839","female","admitted","d"
"2840","female","admitted","b"
"2841","male","denied","d"
"2842","male","admitted","b"
"2843","female","admitted","c"
"2844","male","admitted","a"
"2845","female","admitted","d"
"2846","male","admitted","d"
"2847","male","admitted","b"
"2848","female","denied","e"
"2849","male","admitted","c"
"2850","male","denied","f"
"2851","male","admitted","c"
"2852","female","denied","f"
"2853","male","admitted","a"
"2854","male","admitted","a"
"2855","male","denied","f"
"2856","male","admitted","a"
"2857","female","admitted","e"
"2858","male","denied","a"
"2859","male","admitted","c"
"2860","female","denied","f"
"2861","female","denied","c"
"2862","male","denied","c"
"2863","female","denied","d"
"2864","male","admitted","a"
"2865","female","denied","f"
"2866","female","admitted","c"
"2867","female","denied","f"
"2868","female","denied","d"
"2869","female","denied","e"
"2870","male","admitted","a"
"2871","male","admitted","b"
"2872","female","denied","d"
"2873","male","denied","a"
"2874","male","denied","c"
"2875","male","denied","f"
"2876","female","denied","e"
"2877","male","admitted","d"
"2878","male","denied","f"
"2879","female","denied","d"
"2880","male","denied","c"
"2881","female","denied","c"
"2882","female","admitted","e"
"2883","female","admitted","c"
"2884","female","admitted","d"
"2885","male","admitted","b"
"2886","male","admitted","f"
"2887","female","denied","c"
"2888","male","admitted","c"
"2889","female","denied","e"
"2890","female","denied","c"
"2891","male","denied","c"
"2892","male","denied","b"
"2893","female","admitted","d"
"2894","male","denied","d"
"2895","female","denied","c"
"2896","female","denied","e"
"2897","male","admitted","b"
"2898","female","admitted","a"
"2899","male","admitted","b"
"2900","male","denied","e"
"2901","male","denied","c"
"2902","female","denied","f"
"2903","male","admitted","c"
"2904","male","admitted","b"
"2905","male","denied","c"
"2906","female","denied","c"
"2907","female","denied","f"
"2908","female","denied","d"
"2909","female","denied","e"
"2910","male","admitted","a"
"2911","male","denied","e"
"2912","male","admitted","b"
"2913","female","denied","e"
"2914","female","admitted","d"
"2915","female","denied","c"
"2916","female","denied","e"
"2917","male","denied","a"
"2918","male","denied","d"
"2919","male","admitted","a"
"2920","female","denied","f"
"2921","male","admitted","d"
"2922","female","admitted","d"
"2923","female","admitted","a"
"2924","female","denied","c"
"2925","male","denied","f"
"2926","male","admitted","d"
"2927","female","denied","b"
"2928","male","denied","d"
"2929","male","admitted","a"
"2930","female","denied","f"
"2931","male","denied","d"
"2932","male","denied","d"
"2933","male","admitted","a"
"2934","female","admitted","d"
"2935","male","denied","b"
"2936","female","denied","f"
"2937","male","admitted","d"
"2938","female","admitted","c"
"2939","female","denied","d"
"2940","female","admitted","c"
"2941","male","denied","f"
"2942","male","admitted","e"
"2943","male","denied","e"
"2944","male","denied","a"
"2945","female","denied","d"
"2946","male","denied","a"
"2947","female","denied","e"
"2948","female","denied","f"
"2949","male","admitted","a"
"2950","female","denied","c"
"2951","female","denied","c"
"2952","male","denied","d"
"2953","female","denied","e"
"2954","male","denied","a"
"2955","male","denied","a"
"2956","female","denied","e"
"2957","male","denied","a"
"2958","male","admitted","b"
"2959","female","denied","f"
"2960","male","admitted","a"
"2961","male","denied","d"
"2962","female","admitted","a"
"2963","male","denied","d"
"2964","male","denied","f"
"2965","female","denied","f"
"2966","female","admitted","c"
"2967","male","admitted","a"
"2968","male","admitted","c"
"2969","female","denied","e"
"2970","male","admitted","c"
"2971","male","admitted","a"
"2972","male","denied","c"
"2973","male","denied","e"
"2974","male","admitted","b"
"2975","male","admitted","a"
"2976","male","denied","b"
"2977","male","admitted","e"
"2978","female","admitted","c"
"2979","female","admitted","d"
"2980","female","denied","f"
"2981","male","denied","a"
"2982","female","denied","d"
"2983","male","admitted","b"
"2984","male","denied","f"
"2985","male","denied","f"
"2986","male","admitted","a"
"2987","male","admitted","b"
"2988","female","denied","f"
"2989","male","denied","a"
"2990","male","denied","b"
"2991","female","admitted","c"
"2992","male","denied","a"
"2993","male","admitted","d"
"2994","female","denied","e"
"2995","male","denied","a"
"2996","female","denied","e"
"2997","male","denied","e"
"2998","male","denied","a"
"2999","male","denied","c"
"3000","male","admitted","a"
"3001","male","denied","c"
"3002","male","denied","e"
"3003","female","denied","d"
"3004","female","admitted","c"
"3005","female","denied","e"
"3006","female","denied","c"
"3007","male","admitted","e"
"3008","male","denied","b"
"3009","male","admitted","a"
"3010","male","admitted","b"
"3011","male","denied","c"
"3012","female","denied","c"
"3013","male","denied","f"
"3014","female","denied","f"
"3015","male","denied","f"
"3016","female","admitted","c"
"3017","male","denied","a"
"3018","male","denied","c"
"3019","male","denied","f"
"3020","female","denied","c"
"3021","male","denied","d"
"3022","male","admitted","b"
"3023","male","denied","f"
"3024","male","denied","c"
"3025","male","denied","a"
"3026","male","denied","d"
"3027","male","admitted","b"
"3028","female","denied","d"
"3029","female","denied","e"
"3030","female","denied","c"
"3031","male","denied","e"
"3032","female","denied","d"
"3033","female","denied","d"
"3034","female","denied","f"
"3035","female","admitted","d"
"3036","male","admitted","a"
"3037","female","denied","e"
"3038","female","denied","c"
"3039","female","denied","c"
"3040","male","denied","b"
"3041","male","admitted","d"
"3042","male","denied","a"
"3043","female","denied","d"
"3044","female","denied","d"
"3045","female","denied","c"
"3046","female","denied","e"
"3047","male","denied","a"
"3048","male","admitted","a"
"3049","male","denied","b"
"3050","male","denied","b"
"3051","female","denied","e"
"3052","female","denied","c"
"3053","male","admitted","a"
"3054","male","denied","f"
"3055","male","admitted","a"
"3056","male","denied","d"
"3057","male","admitted","b"
"3058","male","denied","f"
"3059","male","admitted","b"
"3060","female","denied","f"
"3061","male","admitted","d"
"3062","male","denied","a"
"3063","female","denied","c"
"3064","female","denied","c"
"3065","female","denied","c"
"3066","male","denied","f"
"3067","male","denied","a"
"3068","female","denied","f"
"3069","male","denied","d"
"3070","male","admitted","b"
"3071","female","denied","d"
"3072","male","admitted","a"
"3073","male","admitted","b"
"3074","male","denied","e"
"3075","male","admitted","b"
"3076","female","denied","f"
"3077","male","admitted","b"
"3078","male","denied","f"
"3079","male","admitted","b"
"3080","male","admitted","f"
"3081","male","admitted","b"
"3082","male","admitted","a"
"3083","male","denied","f"
"3084","female","denied","f"
"3085","male","denied","a"
"3086","female","denied","c"
"3087","female","denied","e"
"3088","male","denied","f"
"3089","male","admitted","b"
"3090","male","denied","f"
"3091","female","denied","e"
"3092","female","denied","e"
"3093","male","denied","b"
"3094","male","denied","d"
"3095","male","denied","e"
"3096","male","admitted","b"
"3097","male","denied","a"
"3098","male","denied","a"
"3099","male","admitted","c"
"3100","female","admitted","c"
"3101","male","admitted","e"
"3102","male","denied","b"
"3103","male","denied","e"
"3104","male","denied","f"
"3105","female","denied","c"
"3106","female","denied","e"
"3107","male","denied","e"
"3108","male","admitted","a"
"3109","male","admitted","a"
"3110","female","admitted","a"
"3111","female","admitted","a"
"3112","male","denied","f"
"3113","male","admitted","a"
"3114","female","admitted","d"
"3115","female","denied","c"
"3116","female","denied","d"
"3117","female","denied","e"
"3118","female","admitted","c"
"3119","male","denied","d"
"3120","female","admitted","a"
"3121","female","admitted","c"
"3122","male","denied","e"
"3123","male","denied","f"
"3124","male","admitted","b"
"3125","male","denied","f"
"3126","male","admitted","b"
"3127","female","denied","c"
"3128","male","admitted","b"
"3129","male","denied","d"
"3130","male","denied","a"
"3131","male","admitted","a"
"3132","male","denied","f"
"3133","female","denied","c"
"3134","female","admitted","a"
"3135","male","denied","e"
"3136","female","denied","f"
"3137","male","admitted","a"
"3138","male","denied","c"
"3139","female","denied","a"
"3140","male","admitted","a"
"3141","male","denied","c"
"3142","female","denied","d"
"3143","male","denied","d"
"3144","male","denied","c"
"3145","female","denied","e"
"3146","male","denied","d"
"3147","male","denied","f"
"3148","female","denied","d"
"3149","female","denied","f"
"3150","male","admitted","a"
"3151","male","denied","b"
"3152","male","admitted","e"
"3153","female","denied","c"
"3154","female","admitted","d"
"3155","male","admitted","d"
"3156","female","admitted","c"
"3157","male","denied","c"
"3158","male","admitted","d"
"3159","female","denied","c"
"3160","female","denied","e"
"3161","male","admitted","a"
"3162","female","denied","c"
"3163","male","denied","d"
"3164","male","admitted","b"
"3165","male","admitted","a"
"3166","male","denied","c"
"3167","female","admitted","d"
"3168","male","denied","d"
"3169","male","denied","a"
"3170","male","denied","b"
"3171","male","denied","d"
"3172","male","denied","b"
"3173","male","denied","d"
"3174","female","denied","c"
"3175","female","admitted","d"
"3176","female","denied","f"
"3177","female","denied","e"
"3178","female","denied","d"
"3179","male","denied","f"
"3180","female","denied","d"
"3181","male","denied","c"
"3182","male","admitted","a"
"3183","female","admitted","f"
"3184","female","denied","c"
"3185","female","denied","d"
"3186","female","denied","f"
"3187","male","denied","a"
"3188","male","admitted","c"
"3189","female","denied","c"
"3190","male","admitted","d"
"3191","male","admitted","b"
"3192","female","denied","d"
"3193","female","denied","d"
"3194","male","denied","f"
"3195","male","denied","c"
"3196","female","denied","e"
"3197","female","denied","e"
"3198","female","denied","f"
"3199","male","denied","b"
"3200","female","admitted","c"
"3201","female","denied","f"
"3202","female","denied","f"
"3203","female","denied","f"
"3204","male","denied","c"
"3205","male","denied","b"
"3206","male","admitted","a"
"3207","male","denied","a"
"3208","male","denied","f"
"3209","female","admitted","d"
"3210","female","admitted","d"
"3211","female","denied","f"
"3212","male","admitted","a"
"3213","female","admitted","c"
"3214","male","denied","c"
"3215","male","admitted","a"
"3216","female","admitted","d"
"3217","male","admitted","c"
"3218","male","denied","e"
"3219","male","denied","f"
"3220","female","admitted","c"
"3221","male","admitted","d"
"3222","male","denied","f"
"3223","female","admitted","e"
"3224","female","denied","f"
"3225","female","denied","e"
"3226","male","admitted","a"
"3227","male","denied","a"
"3228","female","denied","f"
"3229","female","admitted","c"
"3230","male","admitted","a"
"3231","male","denied","b"
"3232","male","denied","d"
"3233","female","admitted","c"
"3234","female","admitted","f"
"3235","male","admitted","b"
"3236","male","admitted","a"
"3237","female","admitted","c"
"3238","female","denied","c"
"3239","female","denied","f"
"3240","male","denied","f"
"3241","female","denied","d"
"3242","male","denied","f"
"3243","male","denied","e"
"3244","female","denied","c"
"3245","male","denied","d"
"3246","male","denied","b"
"3247","male","admitted","b"
"3248","male","denied","b"
"3249","male","denied","b"
"3250","female","denied","e"
"3251","male","denied","f"
"3252","male","admitted","a"
"3253","male","denied","c"
"3254","male","admitted","d"
"3255","female","denied","d"
"3256","male","denied","a"
"3257","female","denied","c"
"3258","male","denied","c"
"3259","male","denied","f"
"3260","male","denied","a"
"3261","male","denied","d"
"3262","female","denied","e"
"3263","male","denied","d"
"3264","male","admitted","b"
"3265","male","admitted","c"
"3266","female","admitted","c"
"3267","male","admitted","b"
"3268","male","denied","a"
"3269","female","admitted","c"
"3270","male","denied","a"
"3271","female","denied","e"
"3272","female","denied","d"
"3273","female","denied","e"
"3274","male","denied","a"
"3275","male","denied","d"
"3276","male","denied","b"
"3277","male","denied","c"
"3278","female","denied","d"
"3279","female","admitted","d"
"3280","male","denied","f"
"3281","male","admitted","b"
"3282","male","admitted","c"
"3283","female","admitted","a"
"3284","male","denied","a"
"3285","male","admitted","c"
"3286","male","admitted","c"
"3287","female","denied","c"
"3288","male","denied","f"
"3289","female","denied","d"
"3290","male","denied","b"
"3291","male","admitted","b"
"3292","male","denied","f"
"3293","male","denied","e"
"3294","female","denied","c"
"3295","female","denied","c"
"3296","male","admitted","a"
"3297","female","denied","d"
"3298","male","denied","e"
"3299","male","denied","a"
"3300","male","admitted","b"
"3301","female","admitted","c"
"3302","male","denied","a"
"3303","female","denied","e"
"3304","female","admitted","d"
"3305","male","admitted","d"
"3306","male","denied","d"
"3307","female","admitted","c"
"3308","male","denied","d"
"3309","male","admitted","b"
"3310","female","denied","c"
"3311","male","denied","f"
"3312","male","admitted","b"
"3313","female","admitted","a"
"3314","male","denied","f"
"3315","male","denied","d"
"3316","female","denied","d"
"3317","male","denied","a"
"3318","male","admitted","a"
"3319","male","denied","c"
"3320","male","denied","f"
"3321","male","denied","b"
"3322","female","denied","b"
"3323","female","admitted","a"
"3324","male","admitted","b"
"3325","female","denied","f"
"3326","male","denied","f"
"3327","female","denied","c"
"3328","male","denied","a"
"3329","male","denied","a"
"3330","male","admitted","b"
"3331","male","admitted","a"
"3332","male","admitted","b"
"3333","female","denied","d"
"3334","male","admitted","d"
"3335","female","admitted","e"
"3336","male","denied","b"
"3337","male","admitted","a"
"3338","female","denied","f"
"3339","male","admitted","c"
"3340","male","admitted","a"
"3341","male","denied","d"
"3342","male","admitted","b"
"3343","male","denied","b"
"3344","male","denied","f"
"3345","male","denied","d"
"3346","male","denied","d"
"3347","male","admitted","a"
"3348","male","denied","a"
"3349","male","denied","b"
"3350","female","denied","f"
"3351","female","denied","e"
"3352","female","denied","c"
"3353","male","denied","f"
"3354","male","admitted","b"
"3355","male","denied","d"
"3356","male","denied","b"
"3357","female","admitted","a"
"3358","female","admitted","d"
"3359","female","denied","f"
"3360","male","admitted","a"
"3361","female","denied","c"
"3362","female","denied","c"
"3363","male","denied","f"
"3364","female","denied","c"
"3365","male","denied","c"
"3366","male","denied","a"
"3367","male","admitted","a"
"3368","male","admitted","b"
"3369","male","admitted","a"
"3370","female","denied","e"
"3371","female","denied","f"
"3372","female","denied","f"
"3373","male","admitted","b"
"3374","male","denied","f"
"3375","male","admitted","a"
"3376","male","denied","c"
"3377","male","denied","f"
"3378","female","denied","c"
"3379","male","denied","a"
"3380","male","denied","b"
"3381","female","denied","d"
"3382","female","denied","d"
"3383","male","denied","d"
"3384","female","denied","c"
"3385","male","admitted","b"
"3386","female","denied","e"
"3387","male","admitted","d"
"3388","female","denied","e"
"3389","male","denied","f"
"3390","male","admitted","b"
"3391","male","admitted","a"
"3392","female","denied","d"
"3393","male","admitted","b"
"3394","male","admitted","c"
"3395","male","denied","d"
"3396","female","admitted","a"
"3397","male","admitted","d"
"3398","male","admitted","a"
"3399","female","denied","d"
"3400","male","admitted","a"
"3401","female","denied","c"
"3402","female","denied","d"
"3403","female","admitted","a"
"3404","male","denied","c"
"3405","male","denied","f"
"3406","male","denied","a"
"3407","male","admitted","a"
"3408","female","denied","f"
"3409","male","denied","b"
"3410","male","admitted","a"
"3411","male","admitted","a"
"3412","male","admitted","b"
"3413","female","denied","e"
"3414","male","admitted","d"
"3415","female","admitted","b"
"3416","male","admitted","a"
"3417","male","admitted","b"
"3418","male","admitted","b"
"3419","female","denied","c"
"3420","male","denied","b"
"3421","female","denied","e"
"3422","female","denied","d"
"3423","male","admitted","e"
"3424","male","denied","a"
"3425","female","denied","c"
"3426","female","admitted","c"
"3427","female","admitted","c"
"3428","male","denied","d"
"3429","male","denied","d"
"3430","male","denied","a"
"3431","male","admitted","b"
"3432","male","admitted","b"
"3433","female","admitted","d"
"3434","female","admitted","e"
"3435","female","denied","e"
"3436","male","admitted","b"
"3437","male","denied","f"
"3438","female","admitted","c"
"3439","male","denied","c"
"3440","male","admitted","a"
"3441","female","denied","d"
"3442","female","admitted","d"
"3443","female","denied","e"
"3444","female","denied","e"
"3445","male","admitted","a"
"3446","male","denied","b"
"3447","male","admitted","a"
"3448","male","admitted","c"
"3449","female","admitted","a"
"3450","female","denied","e"
"3451","female","denied","c"
"3452","female","denied","c"
"3453","male","denied","d"
"3454","male","admitted","b"
"3455","female","denied","c"
"3456","male","denied","d"
"3457","male","denied","d"
"3458","male","admitted","a"
"3459","male","denied","f"
"3460","female","denied","f"
"3461","male","denied","f"
"3462","male","denied","c"
"3463","male","admitted","a"
"3464","male","admitted","a"
"3465","female","denied","e"
"3466","male","denied","d"
"3467","female","admitted","a"
"3468","male","admitted","a"
"3469","female","denied","c"
